	Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating
100	Halleluhwah (Halleluwa Orbus 2)	CAN		Sacrilege		Krautrock	13455526	560			7.0		1997.0	3/11/14, 4:20 PM	1/22/09, 7:36 PM	192	44100		MPEG audio file			1.0	7/29/12, 11:59 PM	1.0	1/22/14, 12:27 AM	60.0
101	Magic Pie	Oasis	Noel Gallagher	Be Here Now		Alternative & Punk	7121493	439	1.0	1.0	3.0	12.0	1997.0	12/28/06, 11:45 AM	7/3/08, 10:09 PM	128	44100		AAC audio file							60.0
102	Souvenir	Paul McCartney	Paul McCartney	Flaming Pie		Rock	3600284	221	1.0	1.0	10.0	14.0	1997.0	5/3/05, 1:41 PM	7/3/08, 10:09 PM	128	44100		AAC audio file					1.0	7/31/13, 1:01 PM	60.0
103	Spiritual Tourist	Apollon / Muslimgauze		Dark Thoughts		Electronica	8255935	290			7.0		1998.0	2/11/09, 9:09 PM	7/5/08, 9:11 PM	227	44100		MPEG audio file							60.0
104	She's My Rock	George Jones	Gene Dobbins	The Legendary George Jones - D		Country	5939840	148			14.0		1998.0	6/21/09, 1:48 AM	7/4/09, 10:13 AM	320	44100		MPEG audio file							60.0
105	Ghetto Cowboy	Mo Thugs Family		Greatest Hits [Disc 2]		Rap	6490536	324	2.0	2.0	11.0	14.0	1998.0	2/11/09, 9:23 PM	1/21/09, 7:07 PM	160	44100		MPEG audio file							60.0
106	Open My Eyes	Nazz		Nuggets: Original Artyfacts from the First Psychedelic Era, 1965-1968		Psychedelic	4308969	165	1.0	4.0	25.0	27.0	1998.0	2/11/09, 9:19 PM	1/21/09, 6:47 PM	206	44100		MPEG audio file		Support the artists and/or their estates | Support Rhino | Support OiNK | surprisinger.com					60.0
107	My Generation	Wailing Souls		Psychedelic Souls		Reggae	3856007	240			3.0		1998.0	12/6/05, 7:08 AM	12/4/08, 2:16 AM	128	44100		MPEG audio file		made famous by THE WHO					60.0
108	Umi Says	Mos Def	Mos Def	Black On Both Sides		Rap	6214681	310	1.0	1.0	8.0	17.0	1999.0	2/11/09, 9:23 PM	1/21/09, 7:21 PM	160	44100		MPEG audio file			1.0	5/31/14, 3:09 PM			60.0
109	Handbags & Gladrags	Rod Stewart	Mike D'Abo	Rod Stewart, The Best of - The Millenium Collection		Rock	4288763	264	1.0	1.0	12.0	12.0	1999.0	4/24/05, 7:55 PM	1/21/09, 7:23 PM	128	44100		AAC audio file			3.0	4/27/14, 1:53 PM			60.0
110	The Shadows / Brother Noah	The Shadows		Trojan Roots Box Set - Disc 1		Reggae	3653049	228			6.0		1999.0	3/11/14, 6:37 PM	12/2/08, 3:31 AM	128	44100		MPEG audio file		Reggae United®©”ºº”	2.0	2/28/14, 11:10 AM			60.0
111	Someday	Sugar Ray	Sugar Ray, David Kahne	14:59		Rock	3940218	242	1.0	1.0	6.0	13.0	1999.0	12/28/06, 12:42 PM	7/3/08, 10:10 PM	128	44100		AAC audio file							60.0
112	King Tubby The Dark Dub Ruler	King Tubby		The Best Of King Tubby King Dub		Dub	5982721	247			6.0	15.0	2000.0	3/11/14, 6:26 PM	7/3/08, 10:08 PM	192	44100		AAC audio file			2.0	8/30/12, 9:26 AM	1.0	11/18/13, 9:57 PM	60.0
113	Do You Really (Thang, Thang)	Wu-Tang Clan	R. Bean	The W		Hip-Hop	5223385	322	1.0	1.0	10.0	13.0	2000.0	6/4/07, 2:31 PM	7/3/08, 10:11 PM	128	44100		AAC audio file			1.0	3/1/14, 9:59 PM	1.0	12/29/12, 7:31 AM	60.0
114	Gestes De L’Écrit For Upic	Daniel Teruggi		Ccmix Paris [Disc2]		Classical	22554496	662	2.0	2.0	2.0	6.0	2001.0	10/8/11, 7:19 PM	10/9/11, 3:52 AM	256	44100		AAC audio file							60.0
115	Destroy & Rebuild	NaS	L. Parker/M. Risko/S. La Rock/P. Hendricks/Nas	Stillmatic (Disc 1)		Hip-Hop	6489001	324	1.0	2.0	9.0	14.0	2001.0	6/4/07, 2:31 PM	7/3/08, 10:09 PM	160	44100		MPEG audio file			1.0	12/18/12, 4:24 PM	2.0	12/9/13, 4:27 PM	60.0
116	In My Place	Coldplay	Berryman, Guy/Chris Martin/Jon Buckland/Will Champion	A Rush Of Blood To The Head		Alternative	3683522	228	1.0	1.0	2.0	11.0	2002.0	5/9/05, 8:28 PM	7/3/08, 10:06 PM	128	44100		AAC audio file			1.0	12/3/08, 1:20 PM			60.0
117	''Ég átti erfi›a æsku''	Jóhann Jóhannsson		Englabörn		Classical	6191252	221			12.0		2002.0	3/11/14, 3:29 PM	9/27/10, 5:06 AM	223	44100		MPEG audio file							60.0
118	The Zephyr Song	Red Hot Chili Peppers	Anthony Kiedis, Flea, John Frusciante, Chad Smith	By The Way		Funk	3762876	232	1.0	1.0	6.0	16.0	2002.0	5/9/05, 8:59 PM	7/3/08, 10:09 PM	128	44100		AAC audio file							60.0
119	Stay Positive	The Streets	Mike Skinner	Original Pirate Material		Hip-Hop	7520820	375	1.0	1.0	14.0	14.0	2002.0	2/11/09, 9:22 PM	7/3/08, 10:11 PM	160	44100		MPEG audio file							60.0
120	Happy Valentine's Day	Andre 3000	André Benjamin	The Love Below		Rap	5225869	323	2.0	2.0	4.0	20.0	2003.0	5/9/05, 8:29 PM	7/3/08, 10:06 PM	128	44100		AAC audio file							60.0
121	You're A Big Girl Now	Bob Dylan		Blood On The Tracks		Folk	6603869	274			3.0	10.0	2003.0	6/21/12, 4:55 PM	5/18/12, 12:52 PM	192	44100		MPEG audio file			1.0	4/5/14, 11:31 AM			60.0
122	Idiot Wind	Bob Dylan		Blood On The Tracks		Folk	11220635	467			4.0	10.0	2003.0	6/21/12, 4:55 PM	5/18/12, 12:52 PM	192	44100		MPEG audio file							60.0
123	The New Cannonball	Fila Brazillia	Bent	Fabriclive 11 Bent		Electronic	3655050	175	1.0	1.0	11.0	17.0	2003.0	5/19/12, 12:46 AM	5/23/12, 6:33 PM	160	44100		MPEG audio file							60.0
124	Not About Love	Fiona Apple	Fiona Apple, Jon Brion	Extraordinary Machine (Unreleased Version)		Alternative	5649165	235			1.0	11.0	2003.0	3/23/09, 5:41 PM	3/23/09, 5:41 PM	192	44100		MPEG audio file			1.0	3/23/09, 5:58 PM			60.0
125	Red, Red, Red	Fiona Apple	Fiona Apple, Jon Brion	Extraordinary Machine (Unreleased Version)		Alternative	5278046	220			2.0	11.0	2003.0	3/23/09, 5:41 PM	3/23/09, 5:41 PM	192	44100		MPEG audio file		 00000B24 000009E3 0000362C 00002A43 0002BF37 0002BF37 00007D39 00007FE5 0002BF4E 0002BF4E			1.0	7/28/13, 12:43 AM	60.0
126	Oh Well	Fiona Apple	Fiona Apple, Jon Brion	Extraordinary Machine (Unreleased Version)		Alternative	5882642	245			5.0	11.0	2003.0	3/23/09, 5:41 PM	3/23/09, 5:41 PM	192	44100		MPEG audio file			1.0	3/23/09, 6:12 PM			60.0
127	Oh Sailor	Fiona Apple	Fiona Apple, Jon Brion	Extraordinary Machine (Unreleased Version)		Alternative	9504230	396			6.0	11.0	2003.0	5/18/12, 10:40 AM	3/23/09, 5:41 PM	192	44100		MPEG audio file			2.0	5/18/12, 12:33 PM			60.0
128	Magritte	John Cale		Hobosapiens		Rock	6334840	298			5.0	12.0	2003.0	3/11/14, 6:23 PM	1/22/09, 8:00 PM	169	44100		MPEG audio file		CRC : 5F2C3C2E					60.0
129	Sing For Absolution	Muse	Muse	Absolution		Metal	4779918	294	1.0	1.0	4.0	14.0	2003.0	5/9/05, 8:29 PM	7/3/08, 10:09 PM	128	44100		AAC audio file							60.0
130	Falling Away With You	Muse	Muse	Absolution		Metal	4549618	280	1.0	1.0	6.0	14.0	2003.0	5/9/05, 8:29 PM	7/3/08, 10:09 PM	128	44100		AAC audio file							60.0
131	Interlude	Muse	Muse	Absolution		Metal	654649	37	1.0	1.0	7.0	14.0	2003.0	5/9/05, 8:29 PM	7/3/08, 10:09 PM	128	44100		AAC audio file			1.0	11/1/13, 8:32 PM			60.0
132	Ruled By Secrecy	Muse	Muse	Absolution		Metal	4733818	292	1.0	1.0	14.0	14.0	2003.0	5/9/05, 8:29 PM	7/3/08, 10:09 PM	128	44100		AAC audio file							60.0
133	Walkin Bass	Benga & Skream		Dubstep		Dubstep	6605260	275			2.0		2004.0	1/6/08, 2:02 AM	7/3/08, 10:06 PM	192	44100		MPEG audio file			2.0	4/19/13, 2:50 PM			60.0
134	Gyal Role call	Bounty Killer		Blackout Riddim		Dance Hall	5309199	236					2004.0	5/17/12, 7:02 PM	7/5/08, 9:11 PM	179	44100		MPEG audio file					1.0	5/30/12, 12:56 AM	60.0
135	Track 02	Chromeo		She's In Control		Dance	5236016	261			2.0	17.0	2004.0	3/11/14, 5:53 PM	1/22/09, 7:41 PM	160	44100		MPEG audio file							60.0
136	Track 08	Chromeo		She's In Control		Dance	3567836	178			8.0	17.0	2004.0	3/11/14, 5:53 PM	1/22/09, 7:41 PM	160	44100		MPEG audio file			2.0	4/15/14, 3:11 PM			60.0
137	Sideways	Citizen Cope		The Clarence Greenwood Recordings - Side A		Alternative & Punk	5158630	318			5.0	5.0	2004.0	3/11/14, 5:54 PM	7/3/08, 10:06 PM	128	44100		AAC audio file							60.0
138	The Long Way Home	Norah Jones	K.Brennan/T.Waits	Feels Like Home		Jazz	3121701	193	1.0	1.0	11.0	13.0	2004.0	5/9/05, 8:41 PM	7/3/08, 10:09 PM	128	44100		AAC audio file							60.0
139	Camel Ride	Plastikman		Grime		Electronic	7575221	308	1.0		6.0		2004.0	5/18/12, 12:38 PM	9/20/11, 10:25 PM	196	44100		MPEG audio file							60.0
140	Universal Nation	Push		The History Of Trance		Trance	4664239	301	1.0	2.0	12.0	12.0	2004.0	2/11/09, 9:14 PM	1/28/09, 9:51 PM	128	44100		AAC audio file							60.0
141	Alive	VHS Or Beta	Music: VHS or Beta; Lyrics/Vocals: Zeke	Night On Fire		Alternative & Punk	6118053	305	1.0	1.0	7.0	10.0	2004.0	5/27/07, 3:27 PM	7/3/08, 10:11 PM	160	44100		MPEG audio file							60.0
142	The Ocean	VHS Or Beta	Music: VHS or Beta; Lyrics/Vocals: Zeke	Night On Fire		Alternative & Punk	5534481	276	1.0	1.0	9.0	10.0	2004.0	5/27/07, 3:29 PM	7/3/08, 10:11 PM	160	44100		MPEG audio file							60.0
143	And Then So Clear	Brian Eno		Another Day On Earth		Rock	7318528	350			2.0	11.0	2005.0	2/10/08, 10:34 PM	1/22/09, 7:34 PM	166	44100		MPEG audio file		Track 2	1.0	8/5/12, 8:11 PM			60.0
144	The Science Of The Two (Ft. Insight)	Edan	Edan	Beauty & The Beat		Rap	4264913	213	1.0	1.0	11.0	13.0	2005.0	2/11/09, 9:23 PM	7/3/08, 10:07 PM	160	44100		MPEG audio file			1.0	4/5/13, 10:04 PM			60.0
145	What A Wonderful Man	My Morning Jacket		Z		Rock	3421183	142			4.0		2005.0	3/26/06, 7:01 PM	1/24/09, 7:43 PM	192	44100		MPEG audio file			1.0	11/3/12, 3:23 PM			60.0
146	Streamline	Pendulum		Hold Your Colour		House	7324276	323			12.0	13.0	2005.0	2/11/09, 10:30 PM	1/24/09, 7:18 PM	180	44100		MPEG audio file							60.0
147	Girlz	Y.S.		Thizz Nation Vol 3 (Disc 1)		Hip-Hop	4593509	229	1.0	2.0	8.0	14.0	2005.0	6/4/07, 2:31 PM	1/21/09, 6:51 PM	160	44100		MPEG audio file			1.0	5/31/13, 7:35 PM			60.0
148	Castlevania III-Boss Music	The Advantage		Elf-Titled		Instrumental Rock	6256236	235			12.0	16.0	2006.0	11/29/07, 10:28 PM	1/24/09, 7:42 PM	212	44100		MPEG audio file			2.0	8/1/12, 10:32 PM	1.0	8/1/12, 10:32 PM	60.0
149	Fantasy	Battles		EP C/B EP (CD 2)		Experimental	16373077	511			6.0		2006.0	2/10/09, 8:44 PM	1/22/09, 8:13 PM	255	44100		MPEG audio file							60.0
150	Stay Far (Raw) (Bullet3)	Dr. Evil		Bullet Top Class Riddim		Dance Hall	5879808	183			7.0		2006.0	5/17/12, 6:33 PM	7/7/08, 4:35 PM	256	44100		MPEG audio file							60.0
151	Warm Tape	Red Hot Chili Peppers		By The Way		Rock	4146194	256	1.0	1.0	15.0	16.0	2006.0	12/27/06, 10:58 PM	7/3/08, 10:09 PM	128	44100		AAC audio file					1.0	3/22/14, 1:20 PM	60.0
152	A Stalking Shadow	Rich Shapero		Wild Animus, Part One: The Ram		Alternative & Punk	5092991	254	1.0	3.0	6.0	12.0	2006.0	8/11/07, 12:13 PM	7/3/08, 10:09 PM	160	44100		MPEG audio file							60.0
153	Tapped (Featuring JME)	Skream		Skream!		General Electronic	5441536	217	1.0	1.0	9.0		2006.0	5/18/12, 2:04 PM	5/18/12, 2:05 PM	199	44100		MPEG audio file		http://www.dubstepforum.com	3.0	7/5/12, 6:11 PM			60.0
154	IMC	Spank Rock		Yoyoyoyoyo		Grime	4045405	153	1.0	1.0	3.0		2006.0	2/11/09, 8:55 PM	1/24/09, 7:27 PM	207	44100		MPEG audio file			1.0	2/22/14, 12:04 AM			60.0
155	We Are the Ones	Visionaries		We Are the Ones (We've Been Waiting For)		Hip-Hop	5827855	257			15.0		2006.0	9/23/07, 10:29 PM	7/3/08, 10:11 PM	180	44100		MPEG audio file		Jean Benet					60.0
156	All My Mistakes	The Avett Brothers		Emotionalism		Country	7394452	308	4.0	4.0	9.0	14.0	2007.0	4/29/08, 12:38 PM	6/9/10, 3:11 PM	192	44100		MPEG audio file			2.0	11/29/12, 8:12 PM			60.0
157	mi dis movado	Beenie Man		Taxi Riddim-(Promo CD)		Dance Hall	4190602	224			2.0		2007.0	5/17/12, 7:18 PM	7/7/08, 4:35 PM	149	44100		MPEG audio file		vod 2k7			1.0	5/30/12, 12:56 AM	60.0
158	Dream Catcher's Mitt	Busdriver		Roadkill Overcoat		Rap	5371328	223	1.0	1.0	12.0	12.0	2007.0	2/11/09, 9:22 PM	1/22/09, 7:35 PM	192	44100		MPEG audio file			1.0	6/13/14, 4:44 PM			60.0
159	Cockney thug (remix)	Caspa & Rusko		Fabriclive 37		Dubstep	5362460	133			23.0		2007.0	3/11/14, 5:50 PM	7/3/08, 10:06 PM	320	44100		MPEG audio file			1.0	12/5/08, 6:27 PM	1.0	11/30/08, 6:13 PM	60.0
160	Hard Back (Industry)	Dizzee Rascal	Dizzee Rascal	Maths & English		Rap	4066428	253	1.0	1.0	11.0	14.0	2007.0	2/11/09, 9:23 PM	1/24/09, 7:24 PM	128	44100		AAC audio file							60.0
161	Been Here Before	Guy J		Therapy Sessions 4		Electronic	9597227	307	1.0	2.0	7.0		2007.0	1/24/12, 10:46 PM	1/24/12, 11:00 PM	249	44100		MPEG audio file			1.0	1/24/12, 11:38 PM			60.0
162	It's Like That	Lady Saw	Truck Back Records	Train Riddim 		Dance Hall	8342611	208			2.0	13.0	2007.0	5/17/12, 5:46 PM	1/28/09, 9:51 PM	320	44100		MPEG audio file							60.0
163	Indian Hump	Madlib		Beat Konducta In India (Vol. 3-4)		Rap	3715565	154			2.0	34.0	2007.0	3/11/14, 6:30 PM	7/5/08, 9:11 PM	192	44100		MPEG audio file							60.0
164	Movie Finale	Madlib		Beat Konducta In India (Vol. 3-4)		Rap	2501185	104			3.0	34.0	2007.0	3/11/14, 6:30 PM	7/5/08, 9:11 PM	192	44100		MPEG audio file							60.0
165	Masala	Madlib		Beat Konducta In India (Vol. 3-4)		Rap	1649797	68			6.0	34.0	2007.0	3/11/14, 6:30 PM	7/5/08, 9:11 PM	192	44100		MPEG audio file							60.0
166	Let Your Love Grow (Feat. Paul St. Hillaire)	Modeselektor		Happy Birthday!		Electronic	8699904	325			4.0		2007.0	5/18/12, 1:56 PM	5/18/12, 3:00 PM	213	44100		MPEG audio file							60.0
167	The Dark Side Of The Frog	Modeselektor		Happy Birthday!		Electronic	1263616	52			9.0		2007.0	5/18/12, 1:59 PM	5/18/12, 3:00 PM	191	44100		MPEG audio file			1.0	3/3/14, 4:35 PM			60.0
168	This World	The Staple Singers	Friedmann/Schapiro	Mojo Presents Stax Soul Power!		R&B	7328344	210	1.0	1.0	3.0	15.0	2007.0	3/14/10, 2:49 PM	3/14/10, 5:49 PM	256	44100		AAC audio file							60.0
169	Don't be Silent (Accapella)	Superbass feat. Dominique Woolf		Therapy Sessions 4		Electronic	5240965	156	1.0	2.0	9.0		2007.0	1/24/12, 10:40 PM	1/24/12, 11:00 PM	268	44100		MPEG audio file							60.0
170	Ghost	Superlounge		Therapy Sessions 4		Electronic	6574292	216	1.0	2.0	3.0		2007.0	1/24/12, 10:46 PM	1/24/12, 11:00 PM	242	44100		MPEG audio file			3.0	4/18/12, 11:32 PM			60.0
171	Standing Here	Yardsale	Kirk Kiefer	Electric Country		Country	4988907	249	1.0	1.0	1.0	12.0	2007.0	1/6/08, 1:37 AM	7/3/08, 10:06 PM	160	44100		MPEG audio file							60.0
172	I Love My Sex (Pumpkin Remix)	Benny Benassi		Rock N Rave		House	10902976	424			17.0		2008.0	1/27/09, 3:06 PM	1/27/09, 3:47 PM	205	44100		MPEG audio file		www.torrentazos.com	1.0	2/1/09, 4:31 PM			60.0
173	03 A Millie Freestyle  Produced By Komplex	Crooked I		The Block Obama		Hip-Hop	4168643	171			3.0	21.0	2008.0	2/1/09, 7:31 PM	1/29/09, 1:13 PM	192	44100		MPEG audio file							60.0
174	Wrestlers	Hot Chip		Made In The Dark		Electronica/Dance	3642621	225	1.0	1.0	10.0	13.0	2008.0	2/6/08, 11:01 AM	7/11/10, 11:39 PM	128	44100		AAC audio file			1.0	12/27/13, 12:03 AM			60.0
175	I'm Me 	Lil Wayne		Tha Carter III (Bonus Disc)		Rap	9285299	297			1.0	5.0	2008.0	3/11/14, 6:29 PM	2/7/09, 8:37 PM	256	44100		AAC audio file							60.0
176	Head Down	Nine Inch Nails	Trent Reznor	The Slip		Industrial	9468101	295	1.0	1.0	6.0	10.0	2008.0	3/11/14, 3:53 PM	3/18/11, 5:32 PM	244	44100		MPEG audio file		(c) 2008 nin	1.0	1/7/14, 6:45 PM			60.0
177	Shattered Glass	Britney Spears		Circus		Pop	3468282	172			5.0	13.0	2009.0	3/11/14, 5:46 PM	2/8/09, 4:55 AM	160	44100		MPEG audio file							60.0
178	Up From Below	Edward Sharpe & The Magnetic Zeros	Nico Aglietti/Tay Strathairn	Up From Below		Alternative & Punk	9980012	249	1.0	1.0	3.0	13.0	2009.0	3/26/12, 2:30 AM	3/26/12, 9:08 PM	320	44100		MPEG audio file			1.0	6/6/12, 12:12 PM			60.0
179	Carries On	Edward Sharpe & The Magnetic Zeros	Alex Ebert	Up From Below		Alternative & Punk	10852481	271	1.0	1.0	4.0	13.0	2009.0	3/26/12, 2:30 AM	3/26/12, 9:08 PM	320	44100		MPEG audio file			1.0	6/6/12, 12:17 PM			60.0
180	Severin	Health		Get Color		Indie Rock	4999421	249	1.0	1.0	6.0	9.0	2009.0	3/9/12, 5:18 PM	3/9/12, 5:18 PM	160	44100		MPEG audio file			1.0	5/31/13, 9:44 PM			60.0
181	C 08 Off That (feat. Drake) 	Jay-Z		The Blueprint 3 (96khz/24bit)		Hip-Hop/Rap	8423645	246			8.0	15.0	2009.0	6/17/10, 1:31 PM	6/17/10, 4:31 PM	273	48000		MPEG audio file			1.0	6/17/10, 4:41 PM			60.0
182	The Carlisles: No Help Wanted	Various Artists		Golden Age of Country: Hard to Find Hits [Disc 2]		Country	3593670	149	2.0	2.0	11.0	15.0	2009.0	8/11/09, 9:38 AM	3/26/10, 2:37 PM	192	44100		MPEG audio file			3.0	1/5/14, 12:17 AM			60.0
183	so down	Yüksek		Away from the sea		House	5379450	224			11.0	13.0	2009.0	2/12/09, 6:38 PM	2/7/09, 4:26 PM	192	44100		MPEG audio file							60.0
184	10 Mile Stereo	Beach House		Teen Dream		Dreampop	8491196	306	1.0	1.0	8.0		2010.0	1/17/11, 5:37 PM	7/19/10, 4:53 PM	207	44100		MPEG audio file			1.0	7/26/13, 2:38 PM			60.0
185	04 Follow Us (Feat. Vonnegutt)	Big Boi	Big Boi	Sir Luscious Left Foot The Son of Chico Dusty		Hip Hop	8610640	215				17.0	2010.0	7/12/10, 2:09 PM	7/12/10, 5:07 PM	320	44100		MPEG audio file			2.0	12/18/13, 5:26 PM			60.0
186	10 Be Still (Feat. Janelle Monáe)	Big Boi	Big Boi	Sir Luscious Left Foot The Son of Chico Dusty		Hip Hop	12415113	310				17.0	2010.0	7/12/10, 2:09 PM	7/12/10, 5:07 PM	320	44100		MPEG audio file			1.0	1/16/14, 2:47 AM			60.0
187	14 The Train Part II (Sir Lucious Left Foot)	Big Boi	Big Boi	Sir Luscious Left Foot The Son of Chico Dusty		Hip Hop	12843522	321				17.0	2010.0	7/12/10, 2:09 PM	7/12/10, 5:07 PM	320	44100		MPEG audio file			1.0	7/12/10, 5:52 PM	1.0	12/18/13, 5:49 PM	60.0
188	16 Theme Song	Big Boi	Big Boi	Sir Luscious Left Foot The Son of Chico Dusty		Hip Hop	9128909	228				17.0	2010.0	7/12/10, 2:09 PM	7/12/10, 5:07 PM	320	44100		MPEG audio file							60.0
189	Kaili	Caribou	Dan Snaith	Swim		Electronic	11384103	282	1.0	1.0	3.0	9.0	2010.0	3/11/10, 12:34 AM	6/8/10, 2:35 AM	320	44100		MPEG audio file			5.0	8/10/13, 9:18 PM			60.0
190	Stylo (featuring Bobby Womack and Mos Def)	Gorillaz		Plastic Beach		Hip Hop	9796474	270	1.0	1.0	5.0	16.0	2010.0	10/6/11, 6:33 PM	10/6/11, 9:34 PM	289	44100		MPEG audio file			1.0	5/30/14, 6:25 PM			60.0
191	Kilimanjaro	Michael Cassette		Anjunadeep:02 (Disc 1 - Mixed By James Grant)		House	10067840	312	1.0	2.0	8.0	14.0	2010.0	3/17/12, 11:01 PM	3/18/12, 8:51 PM	258	44100		MPEG audio file		Anjunabeats / ANJCD015					60.0
192	11th Hour	Starkey		Ear Drums And Black Holes		Dubstep	7096825	245			3.0		2010.0	11/6/11, 5:26 PM	11/6/11, 8:28 PM	230	44100		MPEG audio file			1.0	5/31/12, 12:18 PM	1.0	5/31/12, 12:18 PM	60.0
193	I'm in the House feat. [[[Zuper Blahq]]] (Hervé's Burning Down the House Remix)	Steve Aoki		Ministry of Sound - The Sound of Dubstep - Disc 2		Dubstep	6390412	192			14.0		2010.0	10/5/11, 9:16 AM	10/5/11, 5:22 PM	266	44100		MPEG audio file							60.0
194	It Catches Up With You 	Trent Reznor & Atticus Ross		 The Social Network OST		Soundtrack	1955968	106			1.0		2010.0	3/11/14, 3:38 PM	2/23/11, 11:19 PM	145	48000		MPEG audio file		www.dvdvideosoft.com	6.0	5/6/11, 1:34 AM			60.0
195	White Silence	Cave In	Cave In	White Silence		Rock	6671801	166	1.0	1.0	1.0	9.0	2011.0	5/20/11, 3:27 AM	12/9/11, 11:37 AM	320	44100		MPEG audio file			1.0	1/4/14, 10:40 PM	1.0	3/3/14, 2:42 PM	60.0
196	My time....	Cherub		Man of the Hour		Electronic	3259027	110			1.0		2011.0	11/13/11, 4:55 PM	11/13/11, 7:55 PM	224	44100		MPEG audio file			1.0	11/13/11, 7:57 PM			60.0
197	Raise Your Weapon (Criminal Minds/Madeon Extended Remix)	Deadmau5		Typical Hollywood Party		Dance	5360851	329			2.0	15.0	2011.0	8/19/11, 9:22 PM	9/14/11, 4:31 AM	128	44100		MPEG audio file			1.0	4/26/14, 12:58 AM			60.0
198	I'll Take Care Of You	Gil Scott-Heron And Jamie xx		We're New Here		Electronic	11448366	284			13.0		2011.0	4/4/12, 12:26 AM	4/4/12, 12:27 AM	320	44100		MPEG audio file							60.0
199	Will You Still Love Me?	Klute		FabricLive 55: DJ Marky		Drum & Bass	10535356	257	1.0	1.0	7.0	24.0	2011.0	5/18/12, 6:00 PM	5/23/12, 6:42 PM	255	44100		MPEG audio file					1.0	11/30/13, 7:22 PM	60.0
200	I Can't See You I'm Dead	Shlohmo		Bad Vibes		Electronica	11239561	280	1.0	1.0	8.0	13.0	2011.0	3/11/14, 3:51 PM	4/9/12, 8:34 PM	320	44100	254.0	MPEG audio file			3.0	9/22/13, 2:20 AM			60.0
201	The Same As The Others	Trent Reznor and Atticus Ross		The Girl With The Dragon Tattoo		Soundtrack	7595623	188			21.0	39.0	2011.0	1/29/12, 9:09 PM	1/30/12, 11:21 PM	320	44100		MPEG audio file							60.0
202	Vanghoma	Tiyiselani Vomaseve		FabricLive 56: Pearson Sound & Ramadanman		Dub	10825988	178			5.0	30.0	2011.0	5/19/12, 1:41 AM	5/23/12, 6:42 PM	320	44100		MPEG audio file			1.0	2/21/14, 7:28 PM	1.0	4/5/14, 12:56 AM	60.0
203	Hikikomori	Zola Jesus		Conatus		Alternative	6827297	227	1.0	1.0	4.0	11.0	2011.0	11/3/11, 4:29 PM	11/3/11, 9:24 PM	240	44100		MPEG audio file			1.0	1/16/14, 9:59 AM			60.0
