	Name	Artist	Composer_x	Album	Grouping_x	Genre_x	Size_x	Time_x	Disc Number_x	Disc Count_x	Track Number_x	Track Count_x	Year_x	Date Modified_x	Date Added_x	Bit Rate_x	Sample Rate_x	Volume Adjustment_x	Kind_x	Equalizer_x	Comments_x	Plays_x	Last Played_x	Skips_x	Last Skipped_x	My Rating_x	Composer_y	Grouping_y	Genre_y	Size_y	Time_y	Disc Number_y	Disc Count_y	Track Number_y	Track Count_y	Year_y	Date Modified_y	Date Added_y	Bit Rate_y	Sample Rate_y	Volume Adjustment_y	Kind_y	Equalizer_y	Comments_y	Plays_y	Last Played_y	Skips_y	Last Skipped_y	My Rating_y	Location	My Rating	Composer	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped
70	Hard To Make A Stand	Sheryl Crow	Crow, Sheryl; Bottrell, Bill; Wolfe, Todd & Bryan, RS	Sheryl Crow		Country	3043850	187	1.0	1.0	7.0	13.0	1996.0	5/9/05, 8:55 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			1.0	11/10/13, 8:06 PM	0.0					Rock	4804715	187			7		1996.0	7/6/14, 5:37 PM	7/6/14, 7:17 PM	204	44100		MPEG audio file		Ripped by [HHI]	1.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Sheryl Crow:Sheryl Crow:07 Hard To Make A Stand.mp3				Rock	4804715	187			7		1996.0	7/6/14, 5:37 PM	7/6/14, 7:17 PM	204	44100		MPEG audio file		Ripped by [HHI]	1.0		0.0	
71	Love Is A Good Thing	Sheryl Crow	Crow, Sheryl & Wadhams, Tad	Sheryl Crow		Country	4582570	282	1.0	1.0	9.0	13.0	1996.0	5/9/05, 8:55 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			0.0		0.0					Rock	7143490	282			9		1996.0	7/6/14, 6:46 PM	7/6/14, 7:17 PM	202	44100		MPEG audio file		Ripped by [HHI]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Sheryl Crow:Sheryl Crow:09 Love Is A Good Thing.mp3				Rock	7143490	282			9		1996.0	7/6/14, 6:46 PM	7/6/14, 7:17 PM	202	44100		MPEG audio file		Ripped by [HHI]	0.0		0.0	
72	Oh Marie	Sheryl Crow	Crow, Sheryl; Trott, Jeff & Bottrell, Bill	Sheryl Crow		Country	3441846	211	1.0	1.0	10.0	13.0	1996.0	5/9/05, 8:55 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			1.0	8/8/12, 5:52 PM	0.0					Rock	5416084	211			10		1996.0	7/6/14, 5:38 PM	7/6/14, 7:17 PM	204	44100		MPEG audio file		Ripped by [HHI]	1.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Sheryl Crow:Sheryl Crow:10 Oh Marie.mp3				Rock	5416084	211			10		1996.0	7/6/14, 5:38 PM	7/6/14, 7:17 PM	204	44100		MPEG audio file		Ripped by [HHI]	1.0		0.0	
73	Superstar	Sheryl Crow	Crow, Sheryl & Trott, Jeff	Sheryl Crow		Country	4826680	297	1.0	1.0	11.0	13.0	1996.0	5/9/05, 8:55 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			0.0		0.0					Rock	7192461	297			11		1996.0	7/6/14, 5:39 PM	7/6/14, 7:17 PM	193	44100		MPEG audio file		Ripped by [HHI]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Sheryl Crow:Sheryl Crow:11 Superstar.mp3				Rock	7192461	297			11		1996.0	7/6/14, 5:39 PM	7/6/14, 7:17 PM	193	44100		MPEG audio file		Ripped by [HHI]	0.0		0.0	
74	The Book	Sheryl Crow	Crow, Sheryl & Trott, Jeff	Sheryl Crow		Country	4461470	284	1.0	1.0	12.0	13.0	1996.0	5/9/05, 8:55 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			0.0		0.0					Rock	5325573	284			12		1996.0	7/6/14, 5:40 PM	7/6/14, 7:17 PM	149	44100		MPEG audio file		Ripped by [HHI]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Sheryl Crow:Sheryl Crow:12 The Book.mp3				Rock	5325573	284			12		1996.0	7/6/14, 5:40 PM	7/6/14, 7:17 PM	149	44100		MPEG audio file		Ripped by [HHI]	0.0		0.0	
75	Ordinary Morning	Sheryl Crow	Crow, Sheryl	Sheryl Crow		Country	3823553	235	1.0	1.0	13.0	13.0	1996.0	5/9/05, 8:55 PM	7/3/08, 10:10 PM	128	44100		AAC audio file			1.0	11/4/08, 7:25 PM	0.0					Rock	4889836	235			13		1996.0	7/6/14, 5:40 PM	7/6/14, 7:17 PM	165	44100		MPEG audio file		Ripped by [HHI]	1.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Sheryl Crow:Sheryl Crow:13 Ordinary Morning.mp3				Rock	4889836	235			13		1996.0	7/6/14, 5:40 PM	7/6/14, 7:17 PM	165	44100		MPEG audio file		Ripped by [HHI]	1.0		0.0	
76	Do I Move You?	Nina Simone		Sings The Blues		Blues	4238377	166			1.0	13.0	2006.0	11/26/08, 3:43 PM	11/26/08, 5:29 PM	203	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0					Blues	4238377	166			1	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	203	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Nina Simone:Sings The Blues:01 Do I Move You_.mp3				Blues	4238377	166			1	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	203	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0	
77	Day And Night	Nina Simone		Sings The Blues		Blues	4236941	155			2.0	13.0	2006.0	11/26/08, 3:54 PM	11/26/08, 5:29 PM	218	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0					Blues	4236941	155			2	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	218	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Nina Simone:Sings The Blues:02 Day And Night.mp3				Blues	4236941	155			2	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	218	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0	
78	In The Dark	Nina Simone		Sings The Blues		Blues	3801809	177			3.0	13.0	2006.0	11/26/08, 3:52 PM	11/26/08, 5:29 PM	171	44100		MPEG audio file		[www.pctrecords.com]	1.0	11/26/08, 5:32 PM	0.0					Blues	3801809	177			3	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	171	44100		MPEG audio file		[www.pctrecords.com]	1.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Nina Simone:Sings The Blues:03 In The Dark.mp3				Blues	3801809	177			3	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	171	44100		MPEG audio file		[www.pctrecords.com]	1.0		0.0	
79	Real Real	Nina Simone		Sings The Blues		Blues	3739613	141			4.0	13.0	2006.0	11/26/08, 3:41 PM	11/26/08, 5:29 PM	210	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0					Blues	3739613	141			4	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	210	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Nina Simone:Sings The Blues:04 Real Real.mp3				Blues	3739613	141			4	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	210	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0	
80	My Man's Gone Now	Nina Simone		Sings The Blues		Blues	5122074	256			5.0	13.0	2006.0	11/26/08, 3:56 PM	11/26/08, 5:29 PM	159	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0					Blues	5122074	256			5	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	159	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Nina Simone:Sings The Blues:05 My Man's Gone Now.mp3				Blues	5122074	256			5	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	159	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0	
81	Backlash Blues	Nina Simone		Sings The Blues		Blues	3596276	151			6.0	13.0	2006.0	11/26/08, 3:36 PM	11/26/08, 5:29 PM	189	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0					Blues	3596276	151			6	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	189	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Nina Simone:Sings The Blues:06 Backlash Blues.mp3				Blues	3596276	151			6	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	189	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0	
82	I Want A Little Sugar In My Bowl	Nina Simone		Sings The Blues		Blues	3403544	152			7.0	13.0	2006.0	11/26/08, 3:46 PM	11/26/08, 5:29 PM	177	44100		MPEG audio file		[www.pctrecords.com]	1.0	12/4/08, 5:12 PM	0.0		100.0			Blues	3403544	152			7	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	177	44100		MPEG audio file		[www.pctrecords.com]	1.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Nina Simone:Sings The Blues:07 I Want A Little Sugar In My Bowl.mp3	100.0			Blues	3403544	152			7	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	177	44100		MPEG audio file		[www.pctrecords.com]	1.0		0.0	
83	Buck	Nina Simone		Sings The Blues		Blues	2521599	112			8.0	13.0	2006.0	11/26/08, 3:51 PM	11/26/08, 5:29 PM	178	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0					Blues	2521599	112			8	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	178	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Nina Simone:Sings The Blues:08 Buck.mp3				Blues	2521599	112			8	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	178	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0	
84	Since I Fell For You	Nina Simone		Sings The Blues		Blues	4245055	172			9.0	13.0	2006.0	11/26/08, 3:51 PM	11/26/08, 5:29 PM	197	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0					Blues	4245055	172			9	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	197	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Nina Simone:Sings The Blues:09 Since I Fell For You.mp3				Blues	4245055	172			9	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	197	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0	
85	The House Of The Rising Sun	Nina Simone		Sings The Blues		Blues	6048239	233			10.0	13.0	2006.0	11/26/08, 3:55 PM	11/26/08, 5:29 PM	207	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0					Blues	6048239	233			10	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	207	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Nina Simone:Sings The Blues:10 The House Of The Rising Sun.mp3				Blues	6048239	233			10	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	207	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0	
86	Blues For Mama	Nina Simone		Sings The Blues		Blues	5867379	240			11.0	13.0	2006.0	11/26/08, 3:55 PM	11/26/08, 5:29 PM	195	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0					Blues	5867379	240			11	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	195	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Nina Simone:Sings The Blues:11 Blues For Mama.mp3				Blues	5867379	240			11	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	195	44100		MPEG audio file		[www.pctrecords.com]	0.0		0.0	
87	Do I Move You? (Second Version) (Bonus Track)	Nina Simone		Sings The Blues		Blues	3372062	139			12.0	13.0	2006.0	11/26/08, 3:35 PM	11/26/08, 5:29 PM	193	44100		MPEG audio file		[www.pctrecords.com]	1.0	6/27/12, 11:10 PM	0.0					Blues	3372062	139			12	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	193	44100		MPEG audio file		[www.pctrecords.com]	1.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Nina Simone:Sings The Blues:12 Do I Move You_ (Second Version) (Bonus Track).mp3				Blues	3372062	139			12	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	193	44100		MPEG audio file		[www.pctrecords.com]	1.0		0.0	
88	Whatever I Am (You Made Me) (Bonus Track)	Nina Simone		Sings The Blues		Blues	4695854	182			13.0	13.0	2006.0	11/26/08, 3:53 PM	11/26/08, 5:29 PM	205	44100		MPEG audio file		[www.pctrecords.com]	1.0	5/31/13, 5:36 PM	0.0					Blues	4695854	182			13	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	205	44100		MPEG audio file		[www.pctrecords.com]	1.0		0.0			Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:Nina Simone:Sings The Blues:13 Whatever I Am (You Made Me) (Bonus Track).mp3				Blues	4695854	182			13	13.0	2006.0	6/30/14, 2:43 PM	6/30/14, 3:58 PM	205	44100		MPEG audio file		[www.pctrecords.com]	1.0		0.0	
89	Unluck	James Blake		James Blake		Post-Dubstep	7353039	183			1.0	11.0	2009.0	3/11/14, 6:21 PM	4/16/11, 6:14 AM	320	44100		MPEG audio file			50.0	5/31/14, 3:51 PM	3.0	3/6/12, 8:08 PM	100.0				7353039	183			1	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			50.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:James Blake:James Blake:01 Unluck.mp3	100.0				7353039	183			1	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			50.0		0.0	
90	Wilhelms Scream	James Blake		James Blake		Post-Dubstep	11044673	276			2.0	11.0	2009.0	3/11/14, 6:21 PM	4/16/11, 6:14 AM	320	44100		MPEG audio file			43.0	5/31/14, 3:56 PM	1.0	3/6/12, 8:08 PM	100.0				11044673	276			2	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			43.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:James Blake:James Blake:02 Wilhelms Scream.mp3	100.0				11044673	276			2	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			43.0		0.0	
91	I Never Learnt To Share	James Blake		James Blake		Post-Dubstep	11693563	292			3.0	11.0	2009.0	3/11/14, 6:21 PM	4/16/11, 6:14 AM	320	44100		MPEG audio file			46.0	5/31/14, 7:14 PM	0.0		100.0				11693563	292			3	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			46.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:James Blake:James Blake:03 I Never Learnt To Share.mp3	100.0				11693563	292			3	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			46.0		0.0	
92	Lindesfarne I	James Blake		James Blake		Post-Dubstep	6513993	162			4.0	11.0	2009.0	3/11/14, 6:21 PM	4/16/11, 6:14 AM	320	44100		MPEG audio file			40.0	5/31/14, 7:17 PM	1.0	4/10/13, 9:46 PM	80.0				6513993	162			4	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			40.0		0.0		80.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:James Blake:James Blake:04 Lindesfarne I.mp3	80.0				6513993	162			4	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			40.0		0.0	
93	Lindesfarne II	James Blake		James Blake		Post-Dubstep	7180639	179			5.0	11.0	2009.0	3/11/14, 6:21 PM	4/16/11, 6:14 AM	320	44100		MPEG audio file			33.0	5/31/14, 7:44 PM	0.0		100.0				7180639	179			5	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			33.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:James Blake:James Blake:05 Lindesfarne II.mp3	100.0				7180639	179			5	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			33.0		0.0	
94	Limit To Your Love	James Blake		James Blake		Post-Dubstep	11207680	280			6.0	11.0	2009.0	3/11/14, 6:21 PM	4/16/11, 6:14 AM	320	44100		MPEG audio file			33.0	5/31/14, 7:49 PM	0.0		100.0				11207680	280			6	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			33.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:James Blake:James Blake:06 Limit To Your Love.mp3	100.0				11207680	280			6	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			33.0		0.0	
95	Give Me My Month	James Blake		James Blake		Post-Dubstep	4548543	113			7.0	11.0	2009.0	3/11/14, 6:21 PM	4/16/11, 6:14 AM	320	44100		MPEG audio file			30.0	5/31/14, 7:51 PM	1.0	7/21/11, 6:19 PM	80.0				4548543	113			7	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			30.0		0.0		80.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:James Blake:James Blake:07 Give Me My Month.mp3	80.0				4548543	113			7	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			30.0		0.0	
96	To Care (Like You)	James Blake		James Blake		Post-Dubstep	9370749	234			8.0	11.0	2009.0	3/11/14, 6:21 PM	4/16/11, 6:14 AM	320	44100		MPEG audio file			29.0	5/31/14, 10:03 PM	0.0		100.0				9370749	234			8	11.0		7/6/14, 4:38 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			29.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:James Blake:James Blake:08 To Care (Like You).mp3	100.0				9370749	234			8	11.0		7/6/14, 4:38 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			29.0		0.0	
97	Why Don't You Call Me	James Blake		James Blake		Post-Dubstep	3862050	96			9.0	11.0	2009.0	3/11/14, 6:21 PM	4/16/11, 6:14 AM	320	44100		MPEG audio file			26.0	6/2/14, 8:08 PM	0.0		80.0				3862050	96			9	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			26.0		0.0		80.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:James Blake:James Blake:09 Why Don't You Call Me.mp3	80.0				3862050	96			9	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			26.0		0.0	
98	I Mind	James Blake		James Blake		Post-Dubstep	8588110	214			10.0	11.0	2009.0	3/11/14, 6:21 PM	4/16/11, 6:14 AM	320	44100		MPEG audio file			26.0	5/31/14, 10:08 PM	0.0		100.0				8588110	214			10	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			26.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:James Blake:James Blake:10 I Mind.mp3	100.0				8588110	214			10	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			26.0		0.0	
99	Measurements	James Blake		James Blake		Post-Dubstep	10432361	260			11.0	11.0	2009.0	3/11/14, 6:21 PM	4/16/11, 6:14 AM	320	44100		MPEG audio file			25.0	5/31/14, 10:12 PM	1.0	7/18/11, 5:30 PM	100.0				10432361	260			11	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			25.0		0.0		100.0	Macintosh HD:Users:probraino:Music:iTunes:iTunes Media:Music:James Blake:James Blake:11 Measurements.mp3	100.0				10432361	260			11	11.0		7/6/14, 4:37 PM	7/6/14, 4:39 PM	320	44100		MPEG audio file			25.0		0.0	
